10,41050125
11,1030209
12,1101875
13,602125
14,566208
15,591833
16,535083
17,557875
18,400458
19,392209
20,399959
21,380625
22,384750
23,378500
24,427875
25,359542
26,435166
27,410334
28,438791
29,354958
30,446875
31,485250
32,417459
33,400500
34,512791
35,498333
36,342875
37,329792
38,294542
39,297958
40,287833
41,305167
42,316709
43,318041
44,341291
45,310792
46,274500
47,321958
48,317334
49,308125
50,278500
51,334167
52,304000
53,347125
54,334708
55,368500
56,355833
57,375584
58,456417
59,340417
60,466958
61,297292
62,464291
63,254083
64,506542
65,287917
66,449666
67,362958
68,1649167
69,600416
70,504083
71,489917
72,382792
73,375250
74,452959
75,349750
76,393541
77,464000
78,347709
79,416166
80,430625
81,408625
82,442875
83,386083
84,390750
85,514625
86,379917
87,513250
88,422917
89,517542
90,454459
91,452416
92,535166
93,463125
94,532542
95,481833
96,568500
97,447250
98,539000
99,477375
100,496625
101,524209
102,505042
103,569750
104,563000
105,596333
106,509833
107,1789292
108,487667
109,583792
110,509416
111,519375
112,520333
113,504791
114,564250
115,546000
116,543625
117,578083
118,598375
119,571208
120,645250
121,546416
122,587083
123,599333
124,580834
125,567084
126,643416
127,564500
128,665375
129,706875
130,583125
131,585292
132,592459
133,681708
134,601584
135,639334
136,840209
137,893125
138,998750
139,1033750
140,921542
141,912042
142,934334
143,881625
144,959416
145,1039458
146,1011958
147,941667
148,969709
149,980541
150,1018125
151,1015750
152,1067542
153,1038333
154,1188375
155,996125
156,1019042
157,1151375
158,1984541
159,895917
160,810750
161,819292
162,846250
163,927917
164,860750
165,821042
166,875125
167,849875
168,860958
169,852125
170,925917
171,890709
172,949666
173,895375
174,1004125
175,923917
176,886625
177,948083
178,1019458
179,1053541
180,1037625
181,1131583
182,1091208
183,1080916
184,1089667
185,1048000
186,1037292
187,1019834
188,974500
189,1045584
190,1070417
191,1168833
192,1057291
193,2170041
194,1048125
195,1027083
196,1011208
197,1115708
198,1105166
199,1035417
200,1090292
201,1094458
202,1256750
203,1078958
204,1047375
205,1163416
206,1131458
207,1035459
208,1195625
209,1219542
210,1029000
211,1225708
212,1157542
213,1126500
214,1227167
215,1223834
216,1240625
217,1152750
218,1303458
219,1227792
220,1302875
221,1347708
222,1444791
223,1753000
224,1470750
225,1641208
226,1753250
227,1727917
228,1702833
229,1844041
230,1769667
231,1921417
232,1791791
233,1917416
234,1793125
235,1786667
236,1943875
237,1918750
238,2025875
239,1969583
240,1969834
241,2025208
242,1934000
243,1945084
244,2109000
245,2019583
246,4835458
247,1439250
248,1607916
249,1504666
250,1498791
251,1642292
252,1434042
253,1463875
254,1559500
255,1513250
256,2488500
257,1495792
258,1599625
259,1410166
260,1597583
261,1461042
262,1607000
263,1549917
264,1677458
265,1663041
266,1556166
267,1666042
268,1887750
269,1717875
270,2001666
271,1717500
272,1692584
273,2005167
274,1833500
275,1733875
276,1765042
277,1846917
278,1783875
279,1854875
280,2088125
281,1959375
282,2162541
283,1840417
284,2012750
285,2109500
286,3093917
287,1898542
288,1732542
289,1857500
290,1902000
291,1941625
292,1908208
293,1894459
294,1756708
295,1976000
296,2102917
297,1973959
298,2024417
299,1955292
300,1937708
301,2037542
302,2009500
303,2163416
304,1982208
305,1993334
306,2125750
307,1915834
308,2133458
309,1969584
310,1987792
311,2336125
312,2109250
313,2256542
314,2007625
315,2015625
316,2001459
317,2200541
318,2065375
319,2129875
320,2749083
321,2746458
322,3014208
323,3336292
324,3300500
325,3145542
326,3551542
327,3583000
328,3514750
329,3424333
330,3414667
331,3218958
332,3404500
333,3203500
334,3418000
335,3427500
336,3676041
337,3386167
338,3338333
339,3198416
340,3419916
341,3101000
342,3187917
343,3295166
344,3161375
345,3212875
346,3442458
347,3490417
348,4410625
349,2348708
350,2510833
351,2427458
352,2382000
353,2440708
354,2525833
355,2286375
356,2518209
357,2590875
358,2523459
359,2599000
360,2559500
361,2406125
362,2648125
363,2482833
364,2407875
365,2692084
366,2675458
367,2647167
368,2582166
369,2599167
370,2620167
371,2641833
372,2593708
373,2535875
374,2855541
375,2864625
376,2877667
377,3035292
378,3117583
379,3083959
380,3020166
381,2870125
382,3176500
383,2817958
384,3265000
385,3120958
386,3062792
387,3309084
388,3291500
389,3291209
390,3244625
391,3125583
392,3239375
393,3379583
394,3194709
395,3260583
396,3734000
397,2717292
398,3107083
399,3151458
400,3164459
401,3140625
402,3002958
403,3060500
404,3089042
405,3183333
406,3130375
407,3239458
408,2992584
409,2939917
410,3177084
411,2994459
412,3034458
413,3084458
414,3199292
415,3272333
416,3110125
417,3157833
418,3394000
419,3030333
420,3305416
421,3382667
422,3479083
423,3386500
424,3303667
425,3327333
426,3461583
427,3413959
428,3847209
429,3463750
430,3323417
431,3595083
432,3525042
433,3503208
434,3350667
435,3778583
436,3347000
437,4558000
438,4939084
439,5369167
440,4858416
441,4781875
442,5258334
443,4897458
444,5576125
445,5388292
446,5323917
447,5622708
448,5268875
449,5103541
450,5131375
451,4730292
452,5149459
453,5298667
454,5337125
455,5298667
456,5427791
457,5320875
458,5249250
459,5459666
460,6751875
461,6138542
462,6760083
463,7141250
464,5853500
465,5784084
466,5592708
467,5837416
468,5634250
469,5551417
470,5893084
471,5841958
472,4767709
473,3900791
474,3804792
475,3933083
476,4005917
477,3914167
478,4079208
479,4412458
480,4156958
481,4022917
482,4457250
483,4298708
484,4194042
485,4213500
486,4258667
487,4121417
488,5013166
489,5316750
490,5612000
491,5604958
492,5891000
493,5505500
494,5889958
495,5840583
496,6281167
497,5240417
498,5729250
499,5804084
500,6126959
501,5568167
502,5871291
503,5917708
504,6683166
505,5983458
506,6827750
507,6315542
508,6138875
509,7008083
510,5970083
511,6046083
512,6862333
513,6407209
514,6720375
515,6881667
516,6542750
517,6978583
518,6599750
519,6669250
520,6940333
521,6393125
522,6570834
523,6056125
524,6785416
525,6704750
526,5912333
527,6984875
528,6455125
529,6648709
530,7086125
531,6042125
532,5111792
533,4824125
534,4895625
535,5086333
536,4845333
537,4824917
538,4981208
539,5335833
540,5457500
541,6036708
542,6275709
543,5979875
544,5292750
545,5072417
546,5369042
547,5093292
548,5082166
549,5382417
550,4954000
551,5706000
552,5871000
553,5500750
554,5466375
555,5249542
556,5891000
557,6488750
558,5565917
559,5582541
560,5508833
561,5814416
562,5429167
563,5122458
564,5728250
565,5821333
566,5490459
567,5352250
568,5403875
569,5835166
570,5638833
571,5703625
572,5546500
573,6269000
574,5499000
575,5647750
576,5586250
577,5411500
578,6107833
579,5589000
580,5867625
581,5583500
582,5978792
583,5639709
584,6005000
585,5847083
586,5713375
587,5781375
588,6215209
589,6281042
590,6499458
591,5894459
592,6270833
593,6099125
594,6068125
595,5961625
596,6708667
597,6252833
598,6911000
599,6275916
600,6147167
601,6230959
602,6448333
603,6459250
604,6364500
605,6280959
606,6438708
607,6232583
608,6251708
609,6276209
610,6413208
611,5850042
612,6313208
613,6302917
614,6428916
615,6098042
616,6060417
617,6405750
618,6646375
619,6493541
620,6570709
621,6706958
622,6551875
623,6358500
624,6409959
625,6783292
626,6753083
627,6924500
628,6819750
629,6946250
630,6655625
631,7103791
632,7049292
633,6501583
634,7052167
635,6985709
636,6650166
637,6823042
638,6737417
639,6507792
640,6782708
641,7007458
642,6845542
643,7024166
644,6991000
645,6696417
646,7243834
647,6902792
648,7014917
649,7005000
650,7148167
651,6976458
652,7990167
653,6839208
654,7211917
655,6970958
656,7753208
657,7468792
658,6953791
659,7387416
660,7615041
661,7350709
662,7267250
663,7073084
664,8372791
665,7825834
666,7863208
667,8114333
668,7449541
669,7417500
670,7287500
671,7120292
672,7372958
673,7197000
674,6903875
675,7571417
676,8028375
677,7750042
678,7808334
679,7542792
680,7695250
681,8091208
682,8337667
683,8106625
684,7731375
685,8212042
686,9016458
687,7985667
688,7943584
689,7878708
690,7932792
691,7787584
692,7655542
693,7883791
694,8318792
695,7740625
696,8005166
697,8175959
698,7876083
699,8838500
700,8261125
701,7897208
702,8342917
703,8063500
704,8619583
705,8780708
706,8432250
707,8487208
708,8088500
709,8205250
710,8327625
711,8445708
712,8431375
713,7947250
714,8080584
715,8195083
716,8497500
717,8735084
718,9010250
719,8110500
720,8302750
721,8478042
722,8585000
723,8287125
724,8569875
725,8675333
726,8154083
727,8486333
728,8428875
729,8952167
730,9137166
731,8703500
732,9109125
733,9248375
734,9146334
735,9330083
736,9880958
737,9315542
738,9597958
739,9539291
740,9315292
741,9131958
742,9739375
743,9132917
744,9521459
745,9620625
746,9247250
747,8967125
748,9324584
749,9973333
750,9765625
751,10095125
752,9539750
753,9487542
754,10086834
755,9285917
756,10685500
757,9688667
758,9732125
759,10434625
