10,40928875
11,626375
12,802375
13,677917
14,569584
15,606000
16,497667
17,493125
18,502458
19,483458
20,517875
21,353917
22,333791
23,362875
24,375250
25,373625
26,356500
27,391875
28,426291
29,426250
30,438833
31,446083
32,449042
33,509000
34,311417
35,338125
36,298167
37,270042
38,292625
39,294792
40,280917
41,288792
42,347375
43,381291
44,309291
45,343667
46,299125
47,324000
48,314375
49,365667
50,358834
51,376625
52,337209
53,377708
54,331833
55,359291
56,368125
57,394458
58,403708
59,313875
60,287333
61,255250
62,273791
63,311042
64,295375
65,283041
66,300042
67,297959
68,289708
69,1527666
70,215458
71,301667
72,322125
73,257916
74,268042
75,232125
76,217834
77,285791
78,223583
79,225583
80,279042
81,237583
82,305417
83,206417
84,228500
85,234416
86,279375
87,264417
88,243625
89,339292
90,233875
91,293417
92,263875
93,279583
94,307917
95,271917
96,350292
97,268834
98,355042
99,279792
100,375833
101,271667
102,348375
103,259000
104,360875
105,273875
106,365709
107,284875
108,1598541
109,461375
