10,16978542
11,1294792
12,1252083
13,1182708
14,1225833
15,1081292
16,1287083
17,927458
18,1070125
19,887750
20,840167
21,1003583
22,736375
23,530833
24,482292
25,510208
26,456458
27,475959
28,460083
29,462458
30,532542
31,526875
32,492250
33,494125
34,423917
35,502125
36,424709
37,474542
38,494792
39,448541
40,456583
41,513584
42,541458
43,464958
44,487625
45,516958
46,519125
47,517291
48,528333
49,490000
50,529875
51,498209
52,597459
53,607125
54,496541
55,561459
56,503667
57,519791
58,552292
59,557375
60,757416
61,714417
62,678917
63,692041
64,689042
65,684709
66,678167
67,694333
68,691333
69,663666
70,703791
71,519750
72,486541
73,444667
74,448250
75,437500
76,484125
77,479083
78,474459
79,580834
80,482917
81,467583
82,514000
83,485167
84,454584
85,505750
86,475833
87,509709
88,494625
89,612792
90,454000
91,487333
92,504542
93,503917
94,499833
95,551417
96,619209
97,577125
98,502458
99,528375
100,586458
101,548625
102,619458
103,586459
104,542500
105,550625
106,642083
107,566625
108,620541
109,538166
110,578083
111,540041
112,455250
113,593041
114,564500
115,604167
116,557417
117,578208
118,637375
119,617416
120,628958
121,600625
122,624750
123,1849166
124,652958
125,648750
126,701708
127,650875
128,641375
129,628375
130,579750
131,576500
132,730792
133,735541
134,642792
135,717625
136,693250
137,748750
138,703958
139,736459
140,764458
141,745542
142,723667
143,667625
144,660417
145,754792
146,720958
147,698000
148,735375
149,782042
150,710542
151,759583
152,675750
153,826792
154,729625
155,735708
156,744541
157,785500
158,791584
159,861333
160,784750
161,787875
162,763875
163,695708
164,751333
165,782791
166,841792
167,770542
168,785000
169,789458
170,852084
171,800541
172,807291
173,820959
174,809000
175,857250
176,721291
177,815000
178,936000
179,887750
180,799209
181,820250
182,884833
183,848917
184,931542
185,838667
186,863709
187,819959
188,886291
189,897250
190,915125
191,893583
192,884708
193,853167
194,975458
195,970500
196,2195083
197,893958
198,937083
199,945750
200,986000
201,942083
202,995125
203,990584
204,897666
205,1073792
206,879750
207,1131292
208,1017667
209,916583
210,968833
211,1052167
212,969542
213,1114667
214,1079250
215,1007834
216,912208
217,950291
218,1046750
219,985791
220,997375
221,1038708
222,1062334
223,977166
224,969959
225,1099000
226,988833
227,1024375
228,1021708
229,1093250
230,1149375
231,1063209
232,1023291
233,1055083
234,1037625
235,1131625
236,1025541
237,1015041
238,1179666
239,1003833
240,1026666
241,1072959
242,1143083
243,1108750
244,1127166
245,1095625
246,1159541
247,1204666
248,1240042
249,1275458
250,1054375
251,1027375
252,1873417
253,1188416
254,1155041
255,1151459
256,1202083
257,1209542
258,1099208
259,1180542
260,1086792
261,1267875
262,1198125
263,1172708
264,1156125
265,1175833
266,1329666
267,1222542
268,1253125
269,1153750
270,1305666
271,1200042
272,1227375
273,1278375
274,1353166
275,1239917
276,1118041
277,1233583
278,1274791
279,1396500
280,1196541
281,1231959
282,1249583
283,1321666
284,1287833
285,1298083
286,1297916
287,1232542
288,1289041
289,1327042
290,1300291
291,1352167
292,1285000
293,1247042
294,1226334
295,1279375
296,1251709
297,1236708
298,1314167
299,1320833
300,1240333
301,2125458
302,1251000
303,1179750
304,1315958
305,1298292
306,1288209
307,1267666
308,1308125
309,1356625
310,1274875
311,1433958
312,1361708
313,1290917
314,1380625
315,1329167
316,1398666
317,1438125
318,1454208
319,1450792
320,1354416
321,1314500
322,1328208
323,1368084
324,1448000
325,1513334
326,1390375
327,1434292
328,1566375
329,1286667
330,1424417
331,1399667
332,1453500
333,1365667
334,1521917
335,1384500
336,1316334
337,1411250
338,1494625
339,1475792
340,1540709
341,1512208
342,1392583
343,1423167
344,1402000
345,1640292
346,1279750
347,1376417
348,1305542
349,1375458
350,1413917
351,1489667
352,1406708
353,1348333
354,1431417
355,1487292
356,1341917
357,1421084
358,1381000
359,1364417
360,1395458
361,1519416
362,1535500
363,1512292
364,1501125
365,1428125
366,1581666
367,1556417
368,1479375
369,1480625
370,1467333
371,1419041
372,1373708
373,1589208
374,1409958
375,1524417
376,1513791
377,1527750
378,1448750
379,1499084
380,1512041
381,2340459
382,1545125
383,1659958
384,1612250
