10,24379375
11,15547500
12,15555917
13,14678958
14,16269958
15,13318875
16,13930458
17,14025750
18,13774459
19,13603292
20,14047958
21,15354750
22,15979083
23,14949750
24,15952666
25,16710917
26,16361167
27,20594083
28,18037583
29,16488042
30,18154625
31,17868000
32,18107167
33,17819750
34,19302417
35,18259000
36,19557500
37,18959916
38,20607292
39,20200584
40,31576042
41,165782834
42,24091959
43,26678750
44,22619709
45,23338209
46,21831208
47,22872917
48,21867542
49,23561583
50,23600708
51,24885958
52,23562625
53,24747084
54,23984583
55,24735625
56,25872375
57,25500542
58,25884542
59,26883750
60,27435791
61,26865500
62,28406208
63,27681375
64,28012583
65,27541500
66,114323667
67,31353292
68,29712916
69,29240542
70,29047250
71,32231625
72,31805125
73,31431083
74,31864708
75,33111000
76,35164000
77,34329250
78,35927708
79,33063125
80,34403542
81,35209625
82,35944375
83,36471959
84,36506208
85,34109875
86,38869083
87,38730334
88,40011666
89,38785709
90,40179458
91,39223667
92,40378291
93,44477000
94,42080958
95,40084625
96,39605833
97,42706334
98,44581750
99,44189042
100,42843083
101,213219250
102,44132792
103,41899208
104,43374917
105,43680709
106,46984500
107,46407458
108,48256416
109,47456416
